"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL699771";"F";"Thymidine uptake and incorporation in Leishmania donovani promastigotes measured in the TCA soluble material at a concentration 11.6 uM.";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1125204";"1895298";"10.1021/jm00113a018";"1991";"J Med Chem";"34";"2798";"2803";"";"";"";"";"";""
"CHEMBL982651";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 promastigotes infected in mouse J774A1 cells at 500 ug/mL after 96 hrs by MTT assay relative to control";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"J774.A1";"";"CHEMBL1144176";"18752963";"10.1016/j.bmc.2008.08.024";"2008";"Bioorg Med Chem";"16";"8482";"8491";"";"";"";"";"";""
"CHEMBL703481";"F";"The compound was evaluated in vitro for its inhibitory affect against Leishmania donovani; (32.6 mM Sb)";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1132889";"10866368";"10.1016/s0960-894x(00)00154-2";"2000";"Bioorg Med Chem Lett";"10";"1147";"1150";"";"";"";"";"";""
"CHEMBL3769257";"F";"Selectivity index, ratio of CC50 for mouse NCTC-292 cells to IC50 for Leishmania infantum amastigotes";"";"3";"3";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"NCTC-292";"";"CHEMBL3763101";"26821820";"10.1016/j.bmcl.2016.01.040";"2016";"Bioorg Med Chem Lett";"26";"1180";"1183";"";"";"";"";"";""
"CHEMBL822291";"F";"Growth inhibition of wild type L. Tropica parasite at 7.5 uM concentration";"Leishmania tropica";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"5666";"";"";"";"";"CHEMBL1134324";"11741484";"10.1021/jm010970c";"2001";"J Med Chem";"44";"4668";"4676";"";"";"";"";"";""
"CHEMBL3285761";"F";"Antiprotozoal activity against high myocardial tissue infiltration leishmanial form of Trypanosoma cruzi BHC/10 infected in CFW mouse assessed as increase in host mean survival time at 5 mg/kg, po administered daily for 10 days starting 4 hrs post-parasite infection";"Trypanosoma cruzi";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"BHC/10";"Scientific Literature";"5693";"";"";"";"";"CHEMBL3272125";"406399";"10.1021/jm00217a017";"1977";"J Med Chem";"20";"946";"949";"standard_type:DOSE standard_relation:= standard_value:5.0 standard_units:mg.kg-1 comments:None | standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL4348195";"F";"Antileishmanial activity against promastigote stage of Leishmania amazonensis MPRO/BR/1972/M1841-LV-79 infected in Balb/c mouse assessed as decrease in plasma alanine aminotransferase level at 0.13 to 0.25 mg/kg, ip administered once daily for 15 days measured post-last dose";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MPRO/BR/1972/M1841-LV-79";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4346679";"30913526";"10.1016/j.ejmech.2019.03.032";"2019";"Eur J Med Chem";"171";"116";"128";"";"";"";"";"";""
"CHEMBL3420886";"F";"Ratio of amphotericin IC50 to compound IC50 for promastigote stage of Leishmania aethiopica";"Leishmania aethiopica";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5667";"";"";"";"";"CHEMBL3414483";"25768697";"10.1016/j.ejmech.2015.02.038";"2015";"Eur J Med Chem";"94";"30";"44";"";"";"";"";"";""
"CHEMBL3757904";"F";"Antileishmanial activity against Leishmania donovani MHOM/SD/1962/1S-Cl2d axenic amastigotes assessed as inhibition of parasite growth at 15 uM after 24 hrs by alamar blue staining based fluorescent viability microplate assay";"Leishmania donovani";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SD/1962/1S-Cl2d";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3751841";"None";"10.1039/C5MD00119F";"2015";"Medchemcomm";"6";"1673";"1678";"";"";"";"";"";""
"CHEMBL3757907";"F";"Antileishmanial activity against luciferase expressing Leishmania donovani intracellular amastigotes infected in human THP1 cells assessed as inhibition of parasite growth after 48 hrs by Bright-glo luciferase assay";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"THP-1";"";"CHEMBL3751841";"None";"10.1039/C5MD00119F";"2015";"Medchemcomm";"6";"1673";"1678";"";"";"";"";"";""
"CHEMBL3757912";"F";"Antileishmanial activity against luciferase expressing Leishmania donovani intracellular amastigotes infected in human THP1 cells assessed as inhibition of parasite growth at 5 uM after 48 hrs by Bright-glo luciferase assay";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"THP-1";"";"CHEMBL3751841";"None";"10.1039/C5MD00119F";"2015";"Medchemcomm";"6";"1673";"1678";"";"";"";"";"";""
"CHEMBL4773767";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes assessed as inhibition of parasitic metabolic activity measured after 72 hrs by MTT assay";"Leishmania donovani";"23";"23";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/00/DEVI";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4765423";"32795774";"10.1016/j.ejmech.2020.112668";"2020";"Eur J Med Chem";"206";"112668";"112668";"";"";"";"";"";""
"CHEMBL4336151";"F";"Induction of NO generation in Leishmania major MRHO/IR/75/ER amastigotes infected in BALB/c mouse macrophage at 0.5 times IC50 to IC50 after 6 hrs by Griess reagent based method";"Leishmania major";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MRHO/IR/75/ER";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4334457";"31300318";"10.1016/j.bmc.2019.07.009";"2019";"Bioorg Med Chem";"27";"3682";"3691";"";"";"";"";"";""
"CHEMBL4132805";"F";"Induction of innate immune response in Leishmania donovani MHOM/IN/AG/83 infected BALB/c mouse peritoneal macrophage assessed as downregulation of IL-10 levels at 2.5 ug/ml after 24 hrs by sandwich ELISA";"Mus musculus";"1";"1";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"BALB/c";"Scientific Literature";"10090";"";"";"Peritoneal macrophage";"";"CHEMBL4130392";"28826085";"10.1016/j.ejmech.2017.08.030";"2017";"Eur J Med Chem";"139";"503";"518";"";"";"";"";"";""
"CHEMBL699937";"F";"Thymidine uptake and incorporation in Leishmania donovani promastigotes measured in the TCA soluble material at a concentration 23.3 uM.";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1125204";"1895298";"10.1021/jm00113a018";"1991";"J Med Chem";"34";"2798";"2803";"";"";"";"";"";""
"CHEMBL4616758";"F";"Antileishmanial activity against Leishmania donovani amastigotes";"Leishmania donovani";"11";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4616582";"30594028";"10.1016/j.ejmech.2018.11.026";"2019";"Eur J Med Chem";"164";"121";"170";"";"";"";"";"";""
"CHEMBL1022539";"F";"Leishmanicidal activity against Leishmania amazonensis amastigotes infected in BALB/c mouse assessed as suppression of parasite load in lesions at 10 mg/kg/day, sc administered 4 weeks after infection for 15 days measured after 1 week relative to control";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL1154439";"18192088";"10.1016/j.ejmech.2007.11.007";"2008";"Eur J Med Chem";"43";"1797";"1807";"standard_type:ROUTE standard_relation:None standard_value:None standard_units:None comments:None";"";"";"";"";""
"CHEMBL4415773";"F";"Antileishmanial activity against Leishmania infantum MHOM/MA/67/ITMAP263 promastigotes infected in BALB/c mouse peritoneal macrophages assessed as decrease in parasitic infection index incubated for 72 hrs by light microscopy";"Leishmania infantum";"1";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/MA/67/ITMAP263";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4414580";"31503486";"10.1021/acs.jnatprod.9b00632";"2019";"J Nat Prod";"82";"2664";"2667";"";"";"";"";"";""
"CHEMBL4367811";"F";"Antileishmanial activity against promastigote stage of Leishmania infantum MHOM/TN/80/IPT1 assessed as combination index at 0.25 uM measured after 72 hrs in presence of amphotericin B by MTT assay";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/TN/80/IPT1";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4364302";"31299585";"10.1016/j.ejmech.2019.07.010";"2019";"Eur J Med Chem";"180";"28";"40";"";"";"";"";"";""
"CHEMBL3993415";"F";"Antileishmanial activity against Leishmania donovani amastigote forms infected in Balb/c mouse assessed as inhibition of parasitic burden in spleen at 50 mg/kg, ip administered for 5 consecutive days measured on day 7 post last treatment by Giemsa staining based assay relative to control";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3992522";"28059524";"10.1021/acs.jmedchem.6b01447";"2017";"J Med Chem";"60";"1041";"1059";"";"";"";"";"";""
"CHEMBL4724710";"F";"Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 axenic promastigotes assessed as parasite growth inhibition after 72 hrs by resorufin dye based fluorometric analysis";"Leishmania donovani";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/ET/67/HU3";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4715906";"33493972";"10.1016/j.bmc.2021.116016";"2021";"Bioorg Med Chem";"32";"116016";"116016";"";"";"";"";"";""
"CHEMBL943913";"F";"Inhibition of Leishmania donovani infection in mouse macrophages";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1140732";"18186603";"10.1021/jm7012166";"2008";"J Med Chem";"51";"659";"665";"";"";"";"";"";""
"CHEMBL4023794";"F";"Antileishmanial activity against Leishmania donovani amastigotes expressing Luc gene infected in mouse J774A.1 cells at 3.3 ug/ml by luciferase reporter gene assay relative to control";"Leishmania donovani";"1";"1";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4020832";"29461823";"10.1021/acs.jmedchem.7b01581";"2018";"J Med Chem";"61";"2329";"2352";"";"";"";"";"";""
"CHEMBL4702844";"F";"Antileishmanial activity against Leishmania major IR-173 promastigotes assessed as inhibition of parasite growth incubated for 72 hrs by resazurin dye based assay";"Leishmania major";"26";"26";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"IR-173";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4699524";"32987134";"10.1016/j.bmcl.2020.127581";"2020";"Bioorg Med Chem Lett";"30";"127581";"127581";"";"";"";"";"";""
"CHEMBL916933";"F";"Effect on total membrane sterol composition in Leishmania donovani LV9 promastigotes assessed by measuring ergosta-7,22-dien-3beta-ol content at 10 uM";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"LV9";"Scientific Literature";"5661";"";"";"";"";"CHEMBL1147093";"17242145";"10.1128/aac.01123-06";"2007";"Antimicrob Agents Chemother";"51";"1425";"1430";"";"";"";"";"";""
"CHEMBL4054080";"F";"Antileishmanial activity against Leishmania mexicana MHOM/MX/95/NAN1 axenic amastigote forms after 96 hrs by uptiblue-based spectrofluorimetric analysis";"Leishmania mexicana";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"MHOM/MX/95/NAN1";"Scientific Literature";"5665";"";"";"";"";"CHEMBL4052627";"28456033";"10.1016/j.ejmech.2017.04.044";"2017";"Eur J Med Chem";"135";"241";"259";"";"";"";"";"";""
"CHEMBL4034917";"F";"Induction of ROS accumulation in Leishmania amazonensis IFLA/BR/1967/PH8 promastigotes at 20 uM after 72 hrs by H2DCFDA staining-based fluorometric analysis relative to control";"Leishmania amazonensis";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/1967/PH8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4033653";"28433512";"10.1016/j.bmc.2017.03.051";"2017";"Bioorg Med Chem";"25";"3034";"3045";"";"";"";"";"";""
"CHEMBL4034948";"F";"Induction of autophagy in Leishmania amazonensis IFLA/BR/1967/PH8 promastigotes at 20 uM after 24 hrs by MDC staining-based fluorometric analysis relative to control";"Leishmania amazonensis";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/1967/PH8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4033653";"28433512";"10.1016/j.bmc.2017.03.051";"2017";"Bioorg Med Chem";"25";"3034";"3045";"";"";"";"";"";""
"CHEMBL3869087";"F";"Antiinflammatory activity in BALB/c mouse peritoneal macrophages infected with Leishmania infantum MHOM/BR/1972/LD amastigote forms cocultivated with splenocytes assessed as decrease in IL-6 release at 30 uM after 48 hrs by flow cytometric analysis";"Mus musculus";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"BALB/c";"Scientific Literature";"10090";"";"";"Peritoneal macrophage";"";"CHEMBL3868592";"27586460";"10.1021/acs.jnatprod.6b00256";"2016";"J Nat Prod";"79";"2202";"2210";"";"";"";"";"";""
"CHEMBL4700228";"F";"Antileishmanial activity against Leishmania donovani amastigotes infected in golden hamster assessed as reduction in parasite burden in spleen at 50 mg/kg, ip initiated after 2 days of pre-treatment biopsy administered for 5 days and measured on day 7 by giemsa staining based assay relative to control";"Leishmania donovani";"13";"13";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4699419";"33479698";"10.1039/d0md00083c";"2020";"RSC Med Chem";"11";"1053";"1062";"";"";"";"";"";""
"CHEMBL4235932";"F";"Potency index, ratio of amphotericin B IC50 to test compound IC50 for Leishmania donovani MHOM/SD/62/1S-CL2D LdBOB axenic amastigotes harboring eGFP";"Leishmania donovani";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SD/62/1S-CL2D LdBOB";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4229526";"30100019";"10.1016/j.bmc.2018.06.033";"2018";"Bioorg Med Chem";"26";"4065";"4072";"";"";"";"";"";""
"CHEMBL4700111";"F";"Antileishmanial activity against amastigote form of Leishmania infantum MCAN_UY_2015_gPL8 isolate assessed as decrease in parasite viability measured after 72 hrs by resazurin assay";"Leishmania infantum";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MCAN_UY_2015_gPL8 isolate";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4699417";"33479686";"10.1039/d0md00073f";"2020";"RSC Med Chem";"11";"913";"918";"";"";"";"";"";""
"CHEMBL4773769";"F";"Antileishmanial activity against Leishmania infantum MHOM/MA/67/ITMAP-263 axenic amastigotes assessed as inhibition of parasitic metabolic activity incubated for 48 hrs by steady Glow reagent based luminescence assay";"Leishmania infantum";"19";"19";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/MA/67/ITMAP-263";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4765423";"32795774";"10.1016/j.ejmech.2020.112668";"2020";"Eur J Med Chem";"206";"112668";"112668";"";"";"";"";"";""
"CHEMBL4704202";"F";"Antileishmanial activity against sitamaquine-resistant wild type promastigote stage of Leishmania donovani MHOM/ET/67/HU3 infected in mouse macrophages assessed as reduction in parasite viability measured after 48 hrs by Giemsa staining-based assay";"Leishmania donovani";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/ET/67/HU3";"Scientific Literature";"5661";"";"";"Macrophage";"";"CHEMBL4699585";"33091297";"10.1021/acs.jmedchem.0c01589";"2020";"J Med Chem";"63";"13140";"13158";"";"";"";"";"";""
"CHEMBL4679913";"F";"Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 amastigotes infected in BALB/c mouse model of visceral leishmaniasis assessed as reduction in parasite burden in spleen at 25 mg/kg, po administered once daily for 5 consecutive days starting after 7 days post-infection by microscopic analysis relative to control";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/ET/67/HU3";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4673405";"33603975";"10.1021/acsmedchemlett.0c00649";"2021";"ACS Med Chem Lett";"12";"275";"281";"";"";"";"";"";""
"CHEMBL3757906";"F";"Antileishmanial activity against Leishmania donovani MHOM/SD/1962/1S-Cl2d axenic amastigotes assessed as inhibition of parasite growth after 24 hrs by alamar blue staining based fluorescent viability microplate assay";"Leishmania donovani";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SD/1962/1S-Cl2d";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3751841";"None";"10.1039/C5MD00119F";"2015";"Medchemcomm";"6";"1673";"1678";"";"";"";"";"";""
"CHEMBL4054087";"F";"Antileishmanial activity against Leishmania major MRHO/IR/75/ER amastigote forms infected in mouse J774A.1 cells after 60 hrs by giemsa-staining based light microscopic analysis";"Leishmania major";"2";"2";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"MRHO/IR/75/ER";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4052627";"28456033";"10.1016/j.ejmech.2017.04.044";"2017";"Eur J Med Chem";"135";"241";"259";"";"";"";"";"";""
"CHEMBL4433601";"F";"Antileishmanial activity against Leishmania infantum MHOM/BR/1974/PP75 promastigotes after 48 hrs by resazurin dye based assay";"Leishmania infantum";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/1974/PP75";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4433208";"30996772";"10.1021/acsmedchemlett.8b00430";"2019";"ACS Med Chem Lett";"10";"413";"418";"";"";"";"";"";""
"CHEMBL4433603";"F";"Antileishmanial activity against Leishmania infantum MHOM/BR/1974/PP75 promastigotes assessed as reduction in parasite viability after 48 hrs by resazurin dye based assay";"Leishmania infantum";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/1974/PP75";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4433208";"30996772";"10.1021/acsmedchemlett.8b00430";"2019";"ACS Med Chem Lett";"10";"413";"418";"";"";"";"";"";""
"CHEMBL3388706";"F";"Antileishmanial activity against Leishmania donovani";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3351478";"25264585";"10.1016/j.ejmech.2014.09.076";"2014";"Eur J Med Chem";"87";"328";"335";"";"";"";"";"";""
"CHEMBL3377824";"F";"Antileishmanial activity against intracellular amastigote stage of Leishmania donovani";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3351618";"25462275";"10.1016/j.ejmech.2014.11.004";"2015";"Eur J Med Chem";"89";"683";"690";"";"";"";"";"";""
"CHEMBL4606355";"F";"Antileishmanial activity against Leishmania infantum MON-1 intracellular amastigotes infected in Swiss mouse BMDM measured after 48 hrs by Giemsa staining based optical microscopic analysis";"Leishmania infantum";"10";"11";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MON-1";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4602729";"32392053";"10.1021/acs.jmedchem.9b02016";"2020";"J Med Chem";"63";"5734";"5751";"";"";"";"";"";""
"CHEMBL4606346";"F";"Selectivity ratio of IC50 for Leishmania donovani MON-2 intracellular amastigotes to IC50 for Leishmania major MON-4 intracellular amastigotes";"";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"";"";"CHEMBL4602729";"32392053";"10.1021/acs.jmedchem.9b02016";"2020";"J Med Chem";"63";"5734";"5751";"";"";"";"";"";""
"CHEMBL3791293";"F";"Antileishmanial activity against amastigote stage of Leishmania infantum in early curative golden hamster chronic visceral leishmaniasis model assessed as reduction in parasite load in spleen at 12.5 mg/kg, po qd administered for 5 days by Giemsa staining-based microscopic analysis";"Leishmania infantum";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL3784956";"26901446";"10.1021/acs.jmedchem.5b01699";"2016";"J Med Chem";"59";"2530";"2550";"";"";"";"";"";""
"CHEMBL3996945";"F";"Antileishmanial activity against Leishmania braziliensis MHOM/CO/87/UA301 amastigote forms infected in mouse BMDM after 96 hrs by Giemsa staining based assay";"Leishmania braziliensis";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"MHOM/CO/87/UA301";"Scientific Literature";"5660";"";"";"";"";"CHEMBL3994631";"28119201";"10.1016/j.ejmech.2017.01.022";"2017";"Eur J Med Chem";"127";"606";"620";"";"";"";"";"";""
"CHEMBL4367791";"F";"Antileishmanial activity against intracellular amastigote stage of Leishmania braziliensis MHOM/IT/2006/ISS2848 assessed as reduction in parasite viability measured after 72 hrs by MTT assay";"Leishmania braziliensis";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IT/2006/ISS2848";"Scientific Literature";"5660";"";"";"";"";"CHEMBL4364302";"31299585";"10.1016/j.ejmech.2019.07.010";"2019";"Eur J Med Chem";"180";"28";"40";"";"";"";"";"";""
"CHEMBL4679914";"F";"Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 amastigotes infected in BALB/c mouse model of visceral leishmaniasis assessed as reduction in parasite burden in spleen at 50 mg/kg, po administered once daily for 5 consecutive days starting after 7 days post-infection by microscopic analysis relative to control";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/ET/67/HU3";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4673405";"33603975";"10.1021/acsmedchemlett.0c00649";"2021";"ACS Med Chem Lett";"12";"275";"281";"";"";"";"";"";""
"CHEMBL4311406";"F";"Antiinflammatory activity in golden hamster infected with Leishmania (Viannia) braziliensis HMOM/COL/88/UA301-EGFP assessed as re-epithelialization in skin at 200 ug administered intralesionally twice per week for 4 weeks measured 3 months post last dose by histopathological analysis";"Mesocricetus auratus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"10036";"";"";"";"";"CHEMBL4308897";"30482546";"10.1016/j.bmc.2018.11.030";"2019";"Bioorg Med Chem";"27";"153";"160";"";"MUSCULO-SKELETAL SYSTEM";"Anti-Inflammatory Activity";"General Anti-Inflammatory Models";"";""
"CHEMBL4155554";"F";"Selectivity ratio of IC50 for wild type promastigote stage of Leishmania donovani LdBOB to IC50 for promastigote stage of Leishmania donovani LdBOB over-expressing NTR1";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"LdBOB";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4152289";"29885575";"10.1016/j.ejmech.2018.06.001";"2018";"Eur J Med Chem";"155";"135";"152";"";"";"";"";"";""
"CHEMBL4153471";"F";"Antileishmanial activity against Leishmania major assessed as parasite survival at 0.25 uM after 48 hrs in presence of 20 uM folinic acid relative to control";"Leishmania major";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4152215";"29656201";"10.1016/j.ejmech.2018.04.003";"2018";"Eur J Med Chem";"151";"585";"600";"";"";"";"";"";""
"CHEMBL4398264";"F";"Induction of apoptosis in Leishmania donovani MHOM/IN/80/Dd8 promastigotes assessed as increase in meta-caspase activity at 50 uM using BOC-GRR-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs in presence of meta-caspase inhibitor antipain by fluorometric assay";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4396890";"31124675";"10.1021/acs.jmedchem.9b00628";"2019";"J Med Chem";"62";"5655";"5671";"";"";"";"";"";""
"CHEMBL4398272";"F";"Induction of mitochondrial membrane disruption in Leishmania donovani MHOM/IN/80/Dd8 promastigotes assessed as increase in cytochrome c release from mitochondria to cytosol at 50 uM measured after 6 to 48 hrs by immunoblot analysis";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4396890";"31124675";"10.1021/acs.jmedchem.9b00628";"2019";"J Med Chem";"62";"5655";"5671";"";"";"";"";"";""
"CHEMBL4257686";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/Dd8 amastigotes infected in golden hamsters assessed as inhibition of splenic parasite burden at 50 mg/kg, ip for 5 consecutive days initiated after 2 days of biopsy and measured on day 7 post last dose by Giemsa staining-based assay relative to control";"Leishmania donovani";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/Dd8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4257442";"30108893";"10.1039/C7MD00125H";"2017";"Medchemcomm";"8";"1824";"1834";"";"";"";"";"";""
"CHEMBL4343792";"F";"Antileishmanial activity against Leishmania donovani LV82 intracellular amastigotes infected in murine peritoneal macrophage incubated for 2 hrs by beta-lactamase reporter gene based spectrophotometry";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"LV82";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4342431";"31732409";"10.1016/j.bmcl.2019.126725";"2020";"Bioorg Med Chem Lett";"30";"126725";"126725";"";"";"";"";"";""
"CHEMBL4400860";"F";"Antileishmanial activity against promastigote stage of Leishmania major MHOM/IL/81/Friedlin transformed from lymph node cultures of infected Balb/c mouse measured after 48 hrs by luminometry";"Leishmania major";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Friedlin";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4400515";"30684869";"10.1016/j.ejmech.2019.01.035";"2019";"Eur J Med Chem";"166";"32";"47";"";"";"";"";"";""
